"","1","2","3","4","5","6","7","NA"
"1",0.0992063492063492,0.21031746031746,0.130952380952381,0.115079365079365,0.0992063492063492,0.115079365079365,0.115079365079365,0.115079365079365
"2",0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.158653846153846,0.120192307692308
"3",0.109649122807018,0.109649122807018,0.109649122807018,0.109649122807018,0.109649122807018,0.162280701754386,0.179824561403509,0.109649122807018
"4",0.113636363636364,0.113636363636364,0.113636363636364,0.15,0.113636363636364,0.131818181818182,0.113636363636364,0.15
"5",0.125,0.142241379310345,0.107758620689655,0.107758620689655,0.107758620689655,0.15948275862069,0.125,0.125
"6",0.128472222222222,0.114583333333333,0.114583333333333,0.114583333333333,0.128472222222222,0.128472222222222,0.114583333333333,0.15625
"7",0.138059701492537,0.138059701492537,0.0932835820895522,0.123134328358209,0.108208955223881,0.123134328358209,0.167910447761194,0.108208955223881
"8",0.115740740740741,0.134259259259259,0.115740740740741,0.134259259259259,0.115740740740741,0.115740740740741,0.134259259259259,0.134259259259259
"9",0.161184210526316,0.121710526315789,0.108552631578947,0.148026315789474,0.121710526315789,0.108552631578947,0.0953947368421053,0.134868421052632
"10",0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.155660377358491,0.117924528301887,0.136792452830189
"11",0.100806451612903,0.100806451612903,0.116935483870968,0.181451612903226,0.133064516129032,0.100806451612903,0.133064516129032,0.133064516129032
"12",0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308
"13",0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.142156862745098,0.122549019607843,0.122549019607843
"14",0.113636363636364,0.113636363636364,0.15,0.113636363636364,0.113636363636364,0.113636363636364,0.113636363636364,0.168181818181818
"15",0.0917721518987342,0.104430379746835,0.0917721518987342,0.167721518987342,0.0791139240506329,0.129746835443038,0.218354430379747,0.117088607594937
"16",0.105072463768116,0.16304347826087,0.134057971014493,0.148550724637681,0.16304347826087,0.0905797101449275,0.0905797101449275,0.105072463768116
"17",0.111607142857143,0.111607142857143,0.129464285714286,0.183035714285714,0.111607142857143,0.111607142857143,0.111607142857143,0.129464285714286
"18",0.154166666666667,0.104166666666667,0.120833333333333,0.104166666666667,0.104166666666667,0.1875,0.104166666666667,0.120833333333333
"19",0.175,0.117857142857143,0.132142857142857,0.0892857142857143,0.117857142857143,0.117857142857143,0.117857142857143,0.132142857142857
"20",0.0995145631067961,0.186893203883495,0.0703883495145631,0.0995145631067961,0.216019417475728,0.118932038834951,0.118932038834951,0.0898058252427184
"21",0.117924528301887,0.117924528301887,0.155660377358491,0.117924528301887,0.117924528301887,0.136792452830189,0.117924528301887,0.117924528301887
"22",0.139423076923077,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308
"23",0.0833333333333333,0.136666666666667,0.11,0.136666666666667,0.23,0.0966666666666667,0.0966666666666667,0.11
"24",0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.139423076923077
"25",0.104166666666667,0.154166666666667,0.120833333333333,0.1375,0.120833333333333,0.120833333333333,0.1375,0.104166666666667
"26",0.109649122807018,0.12719298245614,0.109649122807018,0.144736842105263,0.109649122807018,0.12719298245614,0.109649122807018,0.162280701754386
"27",0.135245901639344,0.102459016393443,0.118852459016393,0.135245901639344,0.135245901639344,0.135245901639344,0.102459016393443,0.135245901639344
"28",0.136029411764706,0.106617647058824,0.150735294117647,0.0919117647058824,0.136029411764706,0.150735294117647,0.106617647058824,0.121323529411765
"29",0.144736842105263,0.109649122807018,0.109649122807018,0.12719298245614,0.12719298245614,0.12719298245614,0.12719298245614,0.12719298245614
"30",0.155660377358491,0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.136792452830189
"31",0.15948275862069,0.125,0.107758620689655,0.107758620689655,0.142241379310345,0.107758620689655,0.107758620689655,0.142241379310345
"32",0.117924528301887,0.117924528301887,0.117924528301887,0.136792452830189,0.136792452830189,0.117924528301887,0.117924528301887,0.136792452830189
"33",0.117924528301887,0.117924528301887,0.136792452830189,0.117924528301887,0.117924528301887,0.155660377358491,0.117924528301887,0.117924528301887
"34",0.120192307692308,0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308
"35",0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308
"36",0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.142156862745098,0.122549019607843,0.122549019607843
"37",0.0992063492063492,0.130952380952381,0.115079365079365,0.115079365079365,0.0992063492063492,0.146825396825397,0.146825396825397,0.146825396825397
"38",0.125,0.107758620689655,0.193965517241379,0.142241379310345,0.107758620689655,0.107758620689655,0.107758620689655,0.107758620689655
"39",0.172535211267606,0.130281690140845,0.102112676056338,0.130281690140845,0.116197183098592,0.102112676056338,0.102112676056338,0.144366197183099
"40",0.142156862745098,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843
"41",0.0932835820895522,0.123134328358209,0.123134328358209,0.182835820895522,0.108208955223881,0.108208955223881,0.108208955223881,0.152985074626866
"42",0.125,0.107758620689655,0.125,0.142241379310345,0.125,0.142241379310345,0.107758620689655,0.125
"43",0.0917721518987342,0.142405063291139,0.104430379746835,0.142405063291139,0.117088607594937,0.0917721518987342,0.193037974683544,0.117088607594937
"44",0.111538461538462,0.111538461538462,0.111538461538462,0.157692307692308,0.173076923076923,0.111538461538462,0.0961538461538462,0.126923076923077
"45",0.131818181818182,0.113636363636364,0.15,0.131818181818182,0.113636363636364,0.131818181818182,0.113636363636364,0.113636363636364
"46",0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.158653846153846,0.120192307692308
"48",0.117924528301887,0.136792452830189,0.117924528301887,0.117924528301887,0.117924528301887,0.117924528301887,0.136792452830189,0.136792452830189
"49",0.120192307692308,0.139423076923077,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308
"50",0.113636363636364,0.15,0.113636363636364,0.113636363636364,0.113636363636364,0.15,0.113636363636364,0.131818181818182
"51",0.146103896103896,0.133116883116883,0.0811688311688312,0.107142857142857,0.172077922077922,0.0811688311688312,0.172077922077922,0.107142857142857
"52",0.15,0.168181818181818,0.113636363636364,0.113636363636364,0.113636363636364,0.113636363636364,0.113636363636364,0.113636363636364
"53",0.146825396825397,0.162698412698413,0.0992063492063492,0.130952380952381,0.115079365079365,0.115079365079365,0.115079365079365,0.115079365079365
"54",0.142307692307692,0.126923076923077,0.0961538461538462,0.126923076923077,0.111538461538462,0.111538461538462,0.111538461538462,0.173076923076923
"55",0.105072463768116,0.235507246376812,0.0905797101449275,0.119565217391304,0.0905797101449275,0.119565217391304,0.134057971014493,0.105072463768116
"56",0.115740740740741,0.134259259259259,0.134259259259259,0.134259259259259,0.115740740740741,0.115740740740741,0.115740740740741,0.134259259259259
"57",0.134259259259259,0.115740740740741,0.115740740740741,0.115740740740741,0.115740740740741,0.115740740740741,0.152777777777778,0.134259259259259
"58",0.115740740740741,0.152777777777778,0.115740740740741,0.115740740740741,0.115740740740741,0.134259259259259,0.115740740740741,0.134259259259259
"59",0.0992063492063492,0.162698412698413,0.115079365079365,0.0992063492063492,0.0992063492063492,0.0992063492063492,0.146825396825397,0.178571428571429
"60",0.120192307692308,0.120192307692308,0.139423076923077,0.120192307692308,0.120192307692308,0.120192307692308,0.120192307692308,0.139423076923077
"61",0.115740740740741,0.115740740740741,0.115740740740741,0.152777777777778,0.115740740740741,0.152777777777778,0.115740740740741,0.115740740740741
"62",0.122549019607843,0.122549019607843,0.122549019607843,0.142156862745098,0.122549019607843,0.122549019607843,0.122549019607843,0.122549019607843
"63",0.109649122807018,0.109649122807018,0.12719298245614,0.109649122807018,0.109649122807018,0.12719298245614,0.144736842105263,0.162280701754386
"64",0.12719298245614,0.144736842105263,0.109649122807018,0.12719298245614,0.109649122807018,0.144736842105263,0.109649122807018,0.12719298245614
"65",0.123134328358209,0.123134328358209,0.123134328358209,0.182835820895522,0.138059701492537,0.0932835820895522,0.0932835820895522,0.123134328358209
"66",0.104166666666667,0.104166666666667,0.1375,0.154166666666667,0.120833333333333,0.154166666666667,0.104166666666667,0.120833333333333
"67",0.127604166666667,0.169270833333333,0.1484375,0.0859375,0.127604166666667,0.0963541666666667,0.0859375,0.158854166666667
